student_id,course_id,weekly_login_frequency,average_session_time,content_completion_rate,forum_participation_score,assessment_timeliness
12980,164,0.0,7.67,0.42,0.0,0.58
19254,178,0.0,3.35,0.58,0.0,0.5
1174,155,0.0,10.99,0.25,0.0,0.55
17238,111,0.0,1.0,0.46,0.0,0.43
4674,98,0.0,29.89,0.58,0.0,0.55
16738,59,0.0,5.83,0.65,0.1,0.58
18085,7,0.0,7.77,0.17,0.0,0.43
2072,20,0.0,26.24,0.6,0.1,0.51
17723,153,1.0,16.51,0.71,0.0,0.39
5921,178,0.0,6.13,0.49,0.0,0.65
12444,123,0.0,2.51,0.49,0.1,0.59
17409,168,1.0,4.52,0.83,0.0,0.55
7225,94,1.0,10.06,0.78,0.0,0.58
18362,37,0.0,1.4,0.7,0.0,0.56
3821,152,0.0,18.41,0.67,0.0,0.45
18735,165,0.0,7.56,0.57,0.0,0.48
17138,59,0.0,18.52,0.66,0.0,0.44
9213,66,0.0,2.59,0.51,0.0,0.6
3077,141,0.0,1.0,0.18,0.0,0.56
6963,155,0.0,11.04,0.53,0.0,0.5
15066,95,0.0,4.59,0.31,0.0,0.37
8891,3,1.0,18.58,0.46,0.0,0.46
15907,166,0.0,6.11,0.57,0.1,0.52
12234,54,0.0,26.76,0.52,0.0,0.47
13872,136,0.0,3.76,0.53,0.0,0.47
880,5,1.0,21.57,0.46,0.0,0.59
3831,107,0.0,19.43,0.65,0.1,0.54
10959,66,0.0,33.07,0.41,0.0,0.5
19378,47,0.0,20.83,0.41,0.1,0.46
10685,108,0.0,1.0,0.64,0.0,0.6
11347,130,0.0,7.75,0.17,0.1,0.46
2821,68,1.0,16.81,0.78,0.0,0.47
1654,142,0.0,1.0,0.29,0.0,0.48
8463,6,0.0,3.12,0.31,0.0,0.8
5117,134,0.0,35.61,0.57,0.0,0.51
16520,94,0.0,4.35,0.54,0.1,0.57
12500,128,0.0,6.09,0.49,0.1,0.53
9642,179,0.0,9.35,0.31,0.0,0.45
19406,48,0.0,4.78,0.4,0.0,0.45
9609,13,0.0,26.61,0.49,0.0,0.46
4540,117,0.0,5.77,0.49,0.0,0.81
13683,153,0.0,14.06,0.69,0.1,0.48
14628,139,1.0,9.68,0.47,0.0,0.5
18991,90,0.0,16.34,0.48,0.0,0.49
18238,174,0.0,9.98,0.73,0.0,0.4
13603,47,1.0,6.78,0.47,0.0,0.38
15945,60,1.0,1.0,0.34,0.0,0.56
14382,105,0.0,3.18,0.71,0.0,0.61
326,62,0.0,20.93,0.26,0.0,0.48
17592,14,0.0,1.0,0.63,0.0,0.5
9314,155,0.0,6.66,0.56,0.0,0.43
18466,99,0.0,21.09,0.7,0.0,0.55
7871,5,0.0,18.28,0.39,0.0,0.44
4685,75,0.0,1.32,0.37,0.0,0.47
8339,77,1.0,12.19,0.79,0.0,0.47
15379,48,0.0,29.56,0.65,0.0,0.53
19493,121,0.0,63.72,0.41,0.1,0.53
18487,110,1.0,1.0,0.55,0.0,0.54
19274,1,1.0,4.11,0.37,0.0,0.48
14148,22,1.0,29.6,0.34,0.0,0.55
11124,140,0.0,27.39,0.58,0.0,0.46
19912,180,0.0,2.52,0.76,0.1,0.58
4816,42,0.0,9.66,0.68,0.1,0.49
13894,144,0.0,34.67,0.26,0.0,0.6
5825,75,0.0,7.8,0.55,0.0,0.53
798,137,1.0,10.44,0.76,0.0,0.54
13975,120,1.0,14.56,0.43,0.0,0.73
5277,137,0.0,20.11,0.34,0.0,0.59
4345,107,1.0,8.12,0.52,0.1,0.53
17735,55,1.0,9.27,0.28,0.0,0.5
4622,22,0.0,31.88,0.46,0.0,0.53
569,97,1.0,10.24,0.59,0.0,0.4
11455,29,0.0,7.84,0.27,0.0,0.49
16215,101,0.0,7.27,0.67,0.0,0.49
12622,10,1.0,21.58,0.4,0.0,0.57
15465,179,0.0,4.93,0.65,0.0,0.49
2212,21,0.0,1.63,0.41,0.1,0.46
1509,160,0.0,7.43,0.28,0.0,0.53
12952,41,1.0,2.64,0.84,0.0,0.5
12174,178,0.0,8.73,0.41,0.0,0.5
13367,104,0.0,16.77,0.26,0.0,0.56
4087,142,0.0,34.81,0.43,0.1,0.48
2595,159,0.0,42.03,0.73,0.0,0.44
4290,57,0.0,24.38,0.43,0.0,0.44
9686,150,0.0,16.4,0.39,0.1,0.8
12274,6,1.0,57.99,0.19,0.0,0.82
17104,110,0.0,16.56,0.51,0.0,0.5
2120,4,1.0,29.05,0.3,0.0,0.54
17696,122,0.0,8.59,0.32,0.0,0.54
8327,80,0.0,26.38,0.49,0.0,0.9
14707,104,0.0,23.03,0.61,0.0,0.5
12549,8,1.0,14.61,0.45,0.0,0.47
18044,104,1.0,23.19,0.39,0.0,0.74
12135,154,1.0,8.92,0.47,0.0,0.52
2653,152,1.0,4.31,0.63,0.0,0.53
9235,19,0.0,26.22,0.39,0.0,0.5
10974,29,1.0,16.76,0.6,0.0,0.47
11586,29,0.0,13.73,0.54,0.1,0.5
16888,66,0.0,2.12,0.59,0.0,0.57
19381,160,0.0,12.78,0.81,0.0,0.52
13448,16,0.0,90.6,0.65,0.1,0.46
12964,110,0.0,7.25,0.53,0.0,0.45
9768,164,1.0,6.35,0.38,0.0,0.47
2628,10,0.0,7.6,0.39,0.0,0.49
8125,131,0.0,25.92,0.79,0.0,0.48
12453,154,1.0,10.69,0.84,0.0,0.49
8207,175,0.0,18.24,0.62,0.1,0.5
14848,41,0.0,1.0,0.62,0.0,0.51
16922,58,1.0,6.22,0.36,0.0,0.45
7101,82,0.0,40.49,0.25,0.0,0.48
4399,49,1.0,29.37,0.4,0.0,0.57
3897,35,0.0,14.61,0.34,0.0,0.45
3954,167,1.0,35.71,0.31,0.0,0.56
11481,79,1.0,23.31,0.48,0.0,0.46
337,81,0.0,3.51,0.4,0.0,0.49
12432,83,1.0,12.1,0.78,0.0,0.54
10405,49,0.0,37.21,0.31,0.0,0.55
13868,135,1.0,6.66,0.6,0.0,0.49
15840,139,0.0,7.39,0.79,0.0,0.41
12936,57,1.0,3.1,0.61,0.0,0.45
12261,6,1.0,66.05,0.19,0.0,0.48
6679,66,1.0,8.63,0.81,0.0,0.51
5221,84,1.0,18.49,0.35,0.0,0.45
4087,120,1.0,21.22,0.53,0.0,0.47
10173,50,0.0,4.71,0.57,0.1,0.41
14523,72,0.0,7.8,0.47,0.0,0.53
7978,108,0.0,6.31,0.61,0.0,0.41
14199,62,0.0,1.41,0.29,0.0,0.63
5669,148,1.0,43.18,0.76,0.0,0.54
13922,13,1.0,33.22,0.7,0.0,0.49
19329,63,0.0,1.0,0.44,0.0,0.5
6741,48,0.0,3.59,0.28,0.0,0.53
10593,111,0.0,11.73,0.59,0.1,0.51
1619,104,0.0,43.73,0.64,0.0,0.53
8704,153,0.0,13.11,0.51,0.0,0.41
14571,137,0.0,33.7,0.46,0.0,0.56
5924,136,1.0,1.11,0.6,0.0,0.41
11480,85,0.0,5.17,0.62,0.0,0.48
416,26,0.0,1.0,0.4,0.1,0.54
679,72,0.0,10.21,0.39,0.0,0.39
10223,8,0.0,26.07,0.69,0.0,0.57
9767,105,0.0,1.0,0.56,0.1,0.96
240,72,0.0,6.28,0.29,0.0,0.54
5588,30,0.0,5.71,0.3,0.0,0.52
18306,131,1.0,11.43,0.63,0.0,0.48
1212,22,0.0,32.24,0.31,0.0,0.54
16287,163,0.0,4.5,0.71,0.0,0.59
11026,153,0.0,57.45,0.47,0.1,0.54
11003,118,0.0,4.32,0.57,0.0,0.5
12705,51,0.0,1.0,0.18,0.0,0.53
9896,51,0.0,5.02,0.51,0.0,0.49
9151,118,0.0,7.74,0.47,0.0,0.43
4416,146,1.0,11.52,0.64,0.0,0.42
4436,167,0.0,35.29,0.11,0.0,0.48
5857,126,0.0,8.71,0.63,0.0,0.57
7662,179,0.0,24.56,0.68,0.1,0.5
13820,46,0.0,1.03,0.65,0.1,0.53
665,177,0.0,1.0,0.32,0.0,0.45
12418,8,0.0,6.05,0.46,0.0,0.6
315,120,0.0,2.51,0.87,0.0,0.48
19183,79,0.0,20.94,0.7,0.0,0.56
2319,179,0.0,6.71,0.22,0.1,0.53
5923,29,1.0,1.92,0.56,0.0,0.5
10820,26,1.0,14.18,0.49,0.0,0.59
2804,13,0.0,5.73,0.43,0.1,0.59
5230,87,1.0,47.78,0.68,0.0,0.48
17605,70,1.0,53.32,0.22,0.0,0.49
8960,60,0.0,5.45,0.64,0.0,0.58
13406,152,0.0,6.54,0.17,0.1,0.52
13139,168,1.0,26.59,0.7,0.0,0.48
305,35,1.0,20.19,0.69,0.0,0.48
362,156,0.0,23.26,0.71,0.0,0.39
10442,151,0.0,1.0,0.68,0.0,0.83
9686,93,1.0,17.85,0.16,0.0,0.5
10171,115,0.0,11.89,0.26,0.0,0.53
15644,132,0.0,29.94,0.66,0.0,0.47
14210,108,0.0,7.37,0.7,0.1,0.81
10528,150,0.0,2.59,0.54,0.0,0.52
15054,145,0.0,27.45,0.16,0.0,0.61
3369,121,0.0,12.24,0.64,0.1,0.47
3473,174,0.0,5.97,0.29,0.0,0.5
4536,78,0.0,43.4,0.24,0.0,0.67
17960,116,0.0,1.77,0.86,0.0,0.49
14249,61,0.0,26.85,0.51,0.0,0.91
11195,13,1.0,24.49,0.33,0.0,0.53
6754,121,0.0,5.15,0.54,0.0,0.69
4499,39,0.0,18.27,0.65,0.0,0.49
9365,140,1.0,1.0,0.58,0.0,0.57
4176,139,1.0,7.94,0.2,0.0,0.51
88,102,1.0,3.54,0.72,0.0,0.77
17121,78,1.0,7.51,0.24,0.0,0.49
10106,142,0.0,11.69,0.4,0.0,0.54
19538,94,0.0,18.14,0.64,0.0,0.83
12509,133,1.0,3.15,0.64,0.0,0.52
12463,153,1.0,3.97,0.49,0.0,0.53
19468,17,0.0,2.4,0.64,0.0,0.41
5656,90,0.0,40.68,0.75,0.0,0.5
16558,48,0.0,3.28,0.43,0.1,0.5
11498,73,0.0,68.72,0.46,0.0,0.46
1583,93,0.0,1.0,0.51,0.0,0.58
3131,179,0.0,1.0,0.54,0.0,0.49
7503,109,0.0,2.26,0.52,0.0,0.53
18736,59,0.0,28.43,0.59,0.0,0.43
1916,42,0.0,1.0,0.6,0.0,0.48
16420,133,0.0,1.24,0.53,0.0,0.47
5330,101,0.0,11.34,0.84,0.1,0.43
8218,27,1.0,10.09,0.23,0.0,0.96
8112,39,1.0,77.11,0.49,0.0,0.45
1577,51,0.0,1.17,0.57,0.0,0.51
6947,142,0.0,1.0,0.18,0.0,0.55
19825,18,0.0,20.42,0.31,0.0,0.55
19619,2,0.0,7.11,0.35,0.0,0.52
14059,175,0.0,6.17,0.79,0.0,0.49
15768,3,0.0,32.34,0.59,0.0,0.57
5509,161,1.0,1.0,0.57,0.0,0.52
2477,28,0.0,70.64,0.56,0.0,0.6
9491,111,1.0,1.6,0.81,0.0,0.46
1475,166,0.0,5.19,0.78,0.0,0.47
14901,127,0.0,17.19,0.36,0.0,0.79
1195,4,1.0,50.84,0.66,0.0,0.48
3593,46,0.0,39.2,0.36,0.1,0.56
4863,2,1.0,2.55,0.39,0.0,0.52
11743,67,1.0,6.37,0.2,0.0,0.53
3802,152,0.0,11.98,0.67,0.0,0.47
6519,27,1.0,36.54,0.5,0.0,0.53
8703,27,0.0,40.54,0.21,0.0,0.54
11334,82,0.0,25.74,0.5,0.1,0.57
19098,137,0.0,27.12,0.39,0.1,0.46
8110,112,0.0,19.19,0.44,0.0,0.54
2830,138,0.0,8.45,0.27,0.0,0.55
3539,58,0.0,11.74,0.74,0.0,0.47
6487,176,1.0,15.16,0.49,0.0,0.56
12907,134,1.0,26.85,0.47,0.0,0.49
19776,43,0.0,12.97,0.55,0.0,0.49
17013,41,0.0,4.94,0.45,0.0,0.52
12764,166,1.0,18.41,0.37,0.0,0.5
13484,29,1.0,16.83,0.35,0.0,0.44
4204,174,0.0,11.54,0.25,0.1,0.45
19943,140,0.0,2.27,0.61,0.0,0.55
15592,178,0.0,14.63,0.63,0.0,0.44
3865,131,0.0,1.57,0.76,0.0,0.48
12232,58,0.0,45.78,0.6,0.0,0.49
15426,88,0.0,18.58,0.26,0.1,0.42
10590,103,0.0,16.17,0.33,0.0,0.53
12820,57,0.0,4.87,0.66,0.0,0.48
14733,149,0.0,89.73,0.33,0.0,0.49
3658,5,0.0,12.17,0.49,0.0,0.51
16974,61,0.0,56.22,0.65,0.0,0.51
1648,35,0.0,22.69,0.46,0.1,0.48
8951,141,1.0,12.28,0.37,0.0,0.46
17630,58,0.0,14.41,0.87,0.1,0.44
16123,41,0.0,8.36,0.26,0.0,0.48
1521,98,1.0,1.91,0.44,0.0,0.49
1944,38,0.0,44.07,0.5,0.0,0.39
5303,66,0.0,32.35,0.58,0.0,0.46
19675,83,0.0,51.98,0.12,0.1,0.48
5557,89,1.0,4.78,0.55,0.0,0.51
6578,88,1.0,6.74,0.75,0.0,0.44
9047,124,0.0,25.7,0.48,0.1,0.53
15166,141,0.0,40.56,0.55,0.0,0.48
10974,162,0.0,24.25,0.47,0.1,0.51
2160,68,1.0,8.3,0.23,0.0,0.52
2811,72,0.0,4.52,0.63,0.0,0.43
4424,84,0.0,9.28,0.64,0.0,0.51
14884,31,0.0,20.87,0.81,0.0,0.47
11481,110,0.0,9.45,0.8,0.0,0.51
4379,165,0.0,1.59,0.29,0.0,0.43
18346,24,0.0,1.73,0.46,0.0,0.53
8814,61,0.0,25.3,0.67,0.0,0.44
10831,130,0.0,2.68,0.74,0.0,0.57
13764,6,0.0,17.29,0.9,0.1,0.46
16792,78,1.0,1.0,0.74,0.0,0.46
7177,64,0.0,6.26,0.81,0.0,0.54
10473,46,1.0,3.13,0.38,0.0,0.44
856,71,0.0,12.9,0.57,0.0,0.82
5934,19,0.0,3.43,0.51,0.0,0.46
1567,96,0.0,1.23,0.53,0.0,0.51
12415,113,0.0,5.35,0.58,0.1,0.5
2115,99,0.0,27.02,0.44,0.1,0.4
6430,84,0.0,3.55,0.39,0.0,0.5
13231,132,0.0,33.73,0.65,0.0,0.53
234,48,0.0,17.36,0.74,0.0,0.51
2473,126,0.0,31.49,0.53,0.1,0.91
5523,105,0.0,16.26,0.35,0.0,0.6
3758,108,1.0,13.14,0.51,0.0,0.47
13364,122,1.0,9.03,0.59,0.0,0.49
19597,29,1.0,8.51,0.48,0.0,0.47
12673,108,0.0,4.31,0.51,0.1,0.48
8393,48,0.0,6.19,0.42,0.0,0.49
17776,99,1.0,17.15,0.54,0.0,0.5
14226,177,0.0,26.17,0.18,0.0,0.49
18862,25,1.0,43.43,0.51,0.0,0.52
10503,28,0.0,23.48,0.47,0.0,0.51
17449,157,1.0,6.02,0.83,0.0,0.53
12815,39,1.0,6.7,0.79,0.0,0.44
14978,79,0.0,7.98,0.54,0.1,0.55
15568,43,0.0,15.95,0.42,0.0,0.66
3231,139,0.0,7.91,0.3,0.0,0.49
15165,160,0.0,37.65,0.21,0.0,0.46
1078,30,0.0,14.51,0.74,0.0,0.51
1559,155,1.0,38.27,0.13,0.0,0.51
8631,101,1.0,25.98,0.2,0.0,0.79
5123,12,0.0,14.52,0.49,0.0,0.55
11774,77,1.0,1.67,0.72,0.0,0.51
7746,1,0.0,4.2,0.39,0.0,0.5
9546,178,0.0,1.1,0.5,0.0,0.5
2898,139,0.0,6.5,0.42,0.0,0.49
3001,12,1.0,4.41,0.7,0.0,0.38
9423,118,1.0,11.07,0.61,0.0,0.54
7124,112,0.0,35.63,0.18,0.0,0.49
4761,26,0.0,25.63,0.19,0.0,0.51
18137,28,0.0,5.29,0.77,0.0,0.5
8140,152,1.0,5.76,0.46,0.0,0.52
12832,64,0.0,15.96,0.21,0.0,0.43
16369,100,0.0,2.36,0.44,0.0,0.45
3344,111,0.0,5.21,0.14,0.0,0.64
18656,104,0.0,47.98,0.3,0.0,0.51
6821,152,0.0,12.89,0.32,0.0,0.55
8859,138,0.0,5.58,0.34,0.0,0.54
15208,40,1.0,4.16,0.5,0.0,0.47
9964,15,0.0,10.59,0.3,0.1,0.52
15149,91,0.0,1.0,0.54,0.0,0.51
3837,121,0.0,6.54,0.41,0.0,0.56
5452,113,1.0,4.02,0.2,0.0,0.54
18746,170,0.0,4.51,0.51,0.0,0.56
5363,114,0.0,3.32,0.38,0.0,0.46
358,51,0.0,1.49,0.47,0.0,0.5
17314,171,1.0,23.52,0.34,0.0,0.45
14936,49,0.0,19.21,0.66,0.0,0.51
16982,110,0.0,1.0,0.55,0.0,0.37
68,68,0.0,9.74,0.78,0.0,0.52
9708,103,1.0,27.19,0.41,0.0,0.5
8384,65,0.0,14.33,0.41,0.1,0.4
6129,10,0.0,11.79,0.5,0.0,0.55
14914,145,0.0,6.76,0.14,0.0,0.46
7193,119,0.0,3.02,0.41,0.0,0.49
18343,145,0.0,17.33,0.56,0.0,0.55
12028,67,0.0,26.05,0.37,0.1,0.51
5707,12,1.0,4.39,0.21,0.0,0.45
13622,40,1.0,9.07,0.42,0.0,0.51
5747,127,1.0,3.72,0.46,0.0,0.49
8821,69,0.0,1.97,0.41,0.0,0.49
3106,168,0.0,2.85,0.44,0.0,0.46
5358,165,0.0,68.09,0.39,0.0,0.54
13896,95,0.0,1.77,0.36,0.0,0.56
17405,30,0.0,1.0,0.14,0.0,0.64
18907,75,0.0,5.09,0.41,0.0,0.69
4315,157,0.0,16.1,0.36,0.0,0.48
9186,24,0.0,4.37,0.65,0.0,0.46
3318,121,1.0,30.7,0.76,0.0,0.52
1852,18,1.0,3.93,0.32,0.0,0.43
6679,143,0.0,1.98,0.29,0.1,0.5
14589,51,0.0,20.79,0.79,0.0,0.48
12463,113,0.0,4.52,0.61,0.1,0.49
11188,131,0.0,32.05,0.44,0.1,0.72
13446,169,0.0,4.55,0.81,0.0,0.48
11618,132,1.0,17.57,0.6,0.0,0.51
6266,140,0.0,31.03,0.51,0.0,0.8
19131,31,1.0,3.26,0.46,0.0,0.48
2298,109,1.0,1.0,0.53,0.0,0.48
16040,165,0.0,8.65,0.59,0.0,0.51
1672,91,0.0,4.14,0.62,0.0,0.5
14633,150,1.0,5.37,0.3,0.0,0.45
3170,80,0.0,8.3,0.71,0.0,0.46
11001,146,0.0,12.11,0.36,0.0,0.46
19817,90,1.0,7.79,0.72,0.0,0.5
3492,83,0.0,8.65,0.45,0.0,0.45
14241,7,0.0,56.36,0.37,0.1,0.5
12986,145,0.0,1.0,0.36,0.0,0.45
16725,34,0.0,2.15,0.28,0.0,0.73
4327,80,0.0,1.75,0.65,0.1,0.47
9515,171,1.0,1.0,0.39,0.0,0.82
9762,108,1.0,5.4,0.59,0.0,0.48
17078,41,0.0,1.62,0.68,0.0,0.58
5064,88,1.0,4.5,0.51,0.0,0.54
8790,170,0.0,5.71,0.65,0.0,0.52
13033,96,0.0,7.1,0.64,0.1,0.44
17710,48,1.0,6.69,0.39,0.0,0.51
14579,149,1.0,13.17,0.21,0.0,0.54
19678,22,0.0,56.06,0.37,0.0,0.48
7532,51,1.0,3.5,0.46,0.0,0.59
18481,5,0.0,4.47,0.31,0.0,0.49
5364,94,1.0,2.3,0.69,0.0,0.52
1158,149,0.0,3.86,0.42,0.0,0.5
15962,38,0.0,9.26,0.38,0.1,0.47
11429,70,0.0,8.32,0.45,0.0,0.45
4426,75,1.0,30.72,0.53,0.0,0.44
1532,128,1.0,9.51,0.49,0.0,0.5
7286,36,0.0,16.87,0.76,0.0,0.5
18234,139,0.0,24.23,0.7,0.0,0.49
5915,40,1.0,12.35,0.43,0.0,0.46
3255,9,1.0,12.72,0.52,0.0,0.61
12182,76,0.0,26.42,0.3,0.0,0.55
3702,60,1.0,17.89,0.46,0.0,0.58
3796,169,0.0,2.08,0.49,0.0,0.56
9900,135,0.0,3.44,0.82,0.0,0.46
193,157,0.0,4.52,0.8,0.0,0.51
4130,67,0.0,16.33,0.64,0.1,0.61
16294,90,0.0,3.38,0.57,0.0,0.58
7529,57,0.0,1.0,0.38,0.0,0.47
10392,163,0.0,36.58,0.87,0.1,0.57
11480,57,0.0,7.26,0.58,0.0,0.54
5247,135,0.0,13.62,0.49,0.0,0.64
16255,41,0.0,22.09,0.3,0.0,0.51
17473,48,1.0,6.59,0.61,0.0,0.59
14182,107,0.0,3.72,0.61,0.0,0.48
13946,62,0.0,7.55,0.64,0.0,0.51
5087,92,0.0,1.5,0.62,0.0,0.54
6341,21,0.0,7.75,0.82,0.0,0.41
6185,93,0.0,27.06,0.69,0.0,0.54
12357,64,1.0,8.6,0.37,0.0,0.51
18448,22,0.0,5.2,0.69,0.0,0.54
9424,18,1.0,1.0,0.55,0.0,0.44
9488,99,0.0,3.04,0.8,0.0,0.39
7050,122,0.0,32.56,0.35,0.1,0.46
11346,26,0.0,9.58,0.61,0.0,0.55
7653,80,1.0,47.61,0.47,0.0,0.5
19983,70,0.0,2.23,0.48,0.0,0.51
9244,101,1.0,7.43,0.44,0.0,0.45
2045,85,0.0,21.44,0.59,0.1,0.43
5978,80,0.0,2.78,0.61,0.0,0.41
518,154,1.0,40.9,0.64,0.0,0.51
18179,138,0.0,7.58,0.47,0.0,0.45
2219,52,1.0,59.74,0.79,0.0,0.46
13720,146,0.0,2.05,0.5,0.0,0.58
7146,170,1.0,3.2,0.33,0.0,0.4
1986,72,0.0,7.37,0.68,0.0,0.52
7752,83,0.0,11.89,0.37,0.0,0.69
8961,62,1.0,9.79,0.6,0.0,0.63
8509,51,0.0,2.58,0.25,0.0,0.51
3988,161,1.0,7.21,0.51,0.0,0.54
14170,101,0.0,9.59,0.42,0.0,0.49
17510,136,0.0,7.87,0.7,0.0,0.55
5323,46,0.0,1.21,0.37,0.0,0.5
4861,154,0.0,42.72,0.53,0.0,0.51
3220,150,0.0,6.34,0.44,0.0,0.48
6157,79,1.0,1.18,0.64,0.0,0.5
5615,88,0.0,1.8,0.73,0.0,0.53
4550,67,0.0,43.18,0.16,0.0,0.46
16480,19,0.0,3.14,0.28,0.0,0.48
18051,156,0.0,1.14,0.63,0.0,0.55
10353,68,1.0,9.3,0.44,0.0,0.43
13612,167,1.0,21.38,0.59,0.0,0.37
2120,15,0.0,4.69,0.54,0.0,0.47
19578,103,1.0,8.81,0.72,0.0,0.49
5009,13,0.0,3.04,0.61,0.1,0.44
4347,5,0.0,82.24,0.5,0.0,0.46
1535,163,1.0,10.92,0.81,0.1,0.56
12506,82,1.0,15.39,0.22,0.0,0.55
15142,70,0.0,8.28,0.22,0.0,0.5
4531,60,0.0,25.14,0.65,0.1,0.57
15987,138,1.0,2.73,0.27,0.0,0.42
16361,44,0.0,16.78,0.23,0.0,0.47
7067,156,1.0,1.96,0.44,0.0,0.44
15872,75,0.0,28.3,0.69,0.0,0.52
9143,116,1.0,4.71,0.39,0.0,0.44
15885,85,1.0,9.96,0.22,0.0,0.49
8597,113,0.0,24.64,0.42,0.1,0.47
2538,46,0.0,4.12,0.4,0.0,0.48
8028,133,0.0,1.0,0.48,0.0,0.43
9688,92,0.0,10.77,0.38,0.0,0.43
2782,46,1.0,1.0,0.22,0.0,0.49
9256,90,1.0,10.34,0.19,0.0,0.51
17328,85,1.0,27.81,0.2,0.0,0.62
16360,6,0.0,4.0,0.75,0.0,0.42
9894,123,1.0,5.1,0.64,0.0,0.44
4640,42,0.0,12.34,0.34,0.1,0.5
1045,31,0.0,5.38,0.53,0.0,0.48
5967,80,1.0,21.48,0.42,0.0,0.45
3577,83,0.0,29.9,0.82,0.0,0.39
9739,112,0.0,12.33,0.54,0.0,0.59
19068,85,0.0,38.93,0.51,0.0,0.58
19322,90,1.0,31.02,0.39,0.0,0.53
17466,42,0.0,1.0,0.7,0.1,0.51
12661,172,0.0,1.75,0.64,0.0,0.51
3159,108,1.0,64.73,0.51,0.0,0.48
7100,158,1.0,14.18,0.48,0.0,0.48
14409,180,0.0,50.41,0.32,0.0,0.51
7756,175,1.0,7.17,0.46,0.0,0.53
8719,173,1.0,13.29,0.81,0.0,0.52
8003,24,1.0,12.87,0.69,0.0,0.55
10219,111,0.0,1.63,0.45,0.1,0.34
6898,113,0.0,2.49,0.24,0.0,0.44
4588,113,1.0,13.27,0.79,0.0,0.44
16528,12,0.0,17.36,0.25,0.1,0.5
17883,72,1.0,14.77,0.59,0.0,0.5
8169,71,0.0,3.24,0.56,0.0,0.57
296,44,0.0,15.37,0.35,0.1,0.61
10972,139,0.0,23.55,0.26,0.0,0.51
353,9,0.0,6.89,0.37,0.0,0.65
513,44,0.0,1.89,0.6,0.0,0.42
18651,35,0.0,40.07,0.53,0.0,0.59
13376,180,0.0,8.35,0.67,0.0,0.52
19919,91,1.0,21.49,0.41,0.0,0.54
16024,88,0.0,1.0,0.71,0.0,0.44
134,20,1.0,4.86,0.4,0.0,0.51
12244,111,1.0,11.3,0.35,0.0,0.62
3891,151,0.0,18.08,0.47,0.0,0.52
801,71,0.0,18.92,0.64,0.0,0.45
3194,165,0.0,39.82,0.71,0.0,0.5
13253,81,1.0,11.64,0.72,0.0,0.53
6276,75,0.0,5.7,0.61,0.1,0.49
343,157,0.0,28.48,0.56,0.1,0.5
3710,51,1.0,27.52,0.64,0.0,0.43
18053,63,0.0,46.08,0.67,0.0,0.41
12918,71,1.0,5.17,0.22,0.0,0.52
6795,68,1.0,37.13,0.26,0.0,0.41
8231,101,0.0,9.06,0.33,0.1,0.48
7743,72,0.0,15.07,0.6,0.0,0.51
10747,79,0.0,1.12,0.63,0.1,0.52
12837,110,1.0,7.12,0.88,0.0,0.53
13289,94,1.0,3.09,0.49,0.0,0.6
5682,93,0.0,43.33,0.76,0.1,0.52
11545,40,1.0,1.0,0.34,0.0,0.53
16646,177,0.0,7.8,0.28,0.0,0.49
17172,173,0.0,1.69,0.4,0.0,0.5
4398,113,1.0,25.83,0.47,0.0,0.53
14765,138,0.0,44.92,0.38,0.0,0.57
9624,171,0.0,1.47,0.39,0.1,0.44
7640,168,0.0,17.74,0.66,0.1,0.47
19624,22,0.0,3.3,0.42,0.0,0.5
7842,143,1.0,5.71,0.63,0.0,0.5
5319,138,0.0,11.31,0.66,0.0,0.51
18508,165,1.0,13.97,0.82,0.0,0.52
1917,163,0.0,1.0,0.75,0.0,0.47
18452,35,1.0,11.95,0.63,0.0,0.44
16976,37,1.0,21.97,0.54,0.0,0.47
8366,118,0.0,1.87,0.47,0.0,0.45
14705,42,0.0,7.36,0.68,0.0,0.44
9493,27,0.0,16.18,0.22,0.0,0.7
3056,171,0.0,1.0,0.74,0.0,0.34
7069,40,0.0,53.27,0.55,0.0,0.46
7214,141,0.0,15.23,0.47,0.0,0.51
2209,63,0.0,58.89,0.59,0.1,0.56
8840,179,1.0,9.58,0.65,0.0,0.48
19184,162,0.0,9.47,0.46,0.0,0.43
3911,134,0.0,1.89,0.44,0.0,0.51
16807,175,1.0,6.89,0.68,0.0,0.53
296,35,1.0,2.63,0.3,0.0,0.5
3557,80,0.0,27.6,0.6,0.0,0.52
16749,73,0.0,9.42,0.7,0.1,0.54
1390,135,0.0,2.48,0.46,0.0,0.53
1730,152,1.0,47.23,0.5,0.0,0.6
16489,16,0.0,1.0,0.59,0.0,0.53
7176,86,1.0,10.09,0.49,0.0,0.41
13755,164,1.0,42.87,0.13,0.0,0.59
3510,113,0.0,1.8,0.57,0.0,0.49
7665,149,1.0,41.06,0.37,0.0,0.62
9635,104,0.0,18.83,0.62,0.0,0.46
2339,137,0.0,11.08,0.61,0.0,0.42
17320,115,0.0,9.0,0.33,0.0,0.5
8565,121,1.0,12.64,0.31,0.0,0.58
3382,164,0.0,41.61,0.35,0.0,0.47
7736,12,1.0,4.96,0.69,0.0,0.55
8533,35,1.0,55.32,0.85,0.0,0.45
15995,180,0.0,17.03,0.53,0.0,0.47
15026,27,1.0,8.4,0.16,0.0,0.5
14548,89,1.0,2.5,0.32,0.0,0.49
10211,8,0.0,12.27,0.75,0.0,0.49
